Group,Code,Stem,Mesocotyl,Coleoptile,FPL,FPLCol,PR,ARCN,SR,BreakCol,RDSD
Maize,M53,14.5,5.6,7.5,8.9,1.4,27.5,0,4,1,7.6
Maize,M53,12.6,6.1,3.8,6.5,2.7,8.2,4,2,1,8.1
Maize,M53,19.8,6.3,7.3,13.5,6.2,3.6,4,4,1,8.3
Maize,M53,15.3,6.5,3.5,8.8,5.3,3.2,1,4,1,8.5
Maize,M53,18.1,6.5,6.2,11.6,5.4,15.5,4,4,1,8.5
Maize,M53,19.8,6.5,7.7,13.3,5.6,6.1,4,4,1,8.5
Maize,M53,20.6,6.5,7.7,14.1,6.4,19.5,3,6,1,8.5
Maize,M53,17.2,6.7,5.1,10.5,5.4,9.3,0,4,1,8.7
Maize,M53,22.8,7,6.5,15.8,9.3,14,4,5,1,9
Maize,M53,26.8,7,5.5,19.8,14.3,14.2,4,3,1,9
Maize,M53,28.5,7,6,21.5,15.5,8,2,4,1,9
Maize,M53,29.5,7.5,6.1,22,15.9,12,4,4,1,9.5
Maize,M53,29.3,7.6,6.5,21.7,15.2,15.2,4,2,1,9.6
Maize,M53,23.8,8,5.9,15.8,9.9,14,0,4,1,10
Maize,M53,34.1,8.7,8.1,25.4,17.3,8.5,4,5,1,10.7
Maize,M53,37.7,9.2,6.6,28.5,21.9,17,4,7,1,11.2
Maize,M53,22.1,10.5,6.1,11.6,5.5,12,2,4,1,12.5
Maize,M54,2,1,1,1,0,4,0,2,0,2
Maize,M54,20.5,9.7,7.7,10.8,3.1,6.2,2,2,1,11.7
Maize,M54,26.3,16,7.2,10.3,3.1,6,0,2,1,18
Maize,M54,22.8,18,2.2,4.8,2.6,2,0,2,1,20
Maize,M54,21.7,15.5,6.2,6.2,0,2.5,0,2,0,21.7
Maize,M55,21,15.5,5.2,5.5,0.3,16,0,2,1,17.5
Maize,M55,27,16,7,11,4,20.5,0,2,1,18
Maize,M55,24,16.5,5.8,7.5,1.7,8,0,2,1,18.5
Maize,M55,27.8,17.5,4.3,10.3,6,2.5,0,2,1,19.5
Maize,M55,21,15.2,5.8,5.8,0,5,0,2,0,21
Maize,M55,41,20,5.2,21,15.8,5,2,2,1,22
Maize,M55,30.1,22,5.3,8.1,2.8,2.5,0,2,1,24
Maize,M55,36.1,22.5,5.7,13.6,7.9,16,0,2,1,24.5
Maize,M55,38,22.5,4.5,15.5,11,5,0,2,1,24.5
Maize,M55,25.2,18.5,6.7,6.7,0,20,0,2,0,25.2
Maize,M55,28,21.5,6.5,6.5,0,8,0,2,0,28
Maize,M55,31.5,24,7.5,7.5,0,35,0,2,0,31.5
Maize,M55,37,28,9,9,0,8,0,2,0,37
