Group,Code,Stem,Mesocotyl,Coleoptile,FPL,FPLCol,PR,ARCN,SR,BreakCol,RDSD
Teosinte,Teo9,26.2,17,6.9,9.2,2.3,2.5,0,0,1,19
Teosinte,Teo9,24.2,17.2,6,7,1,2.5,0,0,1,19.2
Teosinte,Teo9,23.4,17.3,4,6.1,2.1,1.5,0,0,1,19.3
Teosinte,Teo9,31.7,17.3,4.1,14.4,10.3,2.7,0,0,1,19.3
Teosinte,Teo9,28.8,20.8,5,8,3,2.4,0,0,1,22.8
Teosinte,Teo9,23.2,16.7,6.5,6.5,0,3,0,0,0,23.2
Teosinte,Teo9,32.5,21.5,6,11,5,2,0,0,1,23.5
Teosinte,Teo9,29.8,22.1,6.3,7.7,1.4,2.9,0,0,1,24.1
Teosinte,Teo9,24.6,20.4,4.2,4.2,0,3.4,0,0,0,24.6
Teosinte,Teo9,25.4,20.5,4.9,4.9,0,2,0,0,0,25.4
Teosinte,Teo9,25.6,21.8,3.8,3.8,0,2.5,0,0,0,25.6
Teosinte,Teo9,26.1,20.6,5.5,5.5,0,3,0,0,0,26.1
Teosinte,Teo9,26.4,19.1,7.3,7.3,0,2.7,0,0,0,26.4
Teosinte,Teo9,37.6,24.5,6.8,13.1,6.3,2.7,0,0,1,26.5
Teosinte,Teo9,26.6,21.2,5.4,5.4,0,2.3,0,0,0,26.6
Teosinte,Teo9,27.2,22,5.2,5.2,0,2.3,0,0,0,27.2
Teosinte,Teo9,27.7,23.2,4.5,4.5,0,2.8,0,0,0,27.7
Teosinte,Teo9,27.7,21,6.7,6.7,0,3,0,0,0,27.7
Teosinte,Teo9,32.6,25.7,5.5,6.9,1.4,2,0,0,1,27.7
Teosinte,Teo9,29.7,21.1,8.6,8.6,0,2,0,0,0,29.7
Teosinte,Teo9,30.9,26.2,4.7,4.7,0,2.2,0,0,0,30.9
Teosinte,Teo9,32,26,6,6,0,2.6,0,0,0,32
Teosinte,Teo9,32,24,8,8,0,2.9,0,0,0,32
Teosinte,Teo9,32.1,24.2,7.9,7.9,0,3.3,0,0,0,32.1
Teosinte,Teo10,14.2,11.7,2.5,2.5,0,2,0,0,0,14.2
Teosinte,Teo10,15.2,13.7,1.5,1.5,0,2.3,0,0,0,15.2
Teosinte,Teo10,18.6,14.6,2.1,4,1.9,1,0,0,1,16.6
Teosinte,Teo10,20.6,15.1,3.5,5.5,2,2.5,0,0,1,17.1
Teosinte,Teo10,19.2,16,2.1,3.2,1.1,3,0,0,1,18
Teosinte,Teo10,22.3,16,4.2,6.3,2.1,2.5,0,0,1,18
Teosinte,Teo10,21.8,16.2,3,5.6,2.6,2.5,0,0,1,18.2
Teosinte,Teo10,32.8,16.2,5.3,16.6,11.3,3.3,0,0,1,18.2
Teosinte,Teo10,23.5,17.3,3,6.2,3.2,1.6,0,0,1,19.3
Teosinte,Teo10,21.6,17.6,3.4,4,0.6,2.7,0,0,1,19.6
Teosinte,Teo10,36.7,18,5.6,18.7,13.1,2.7,0,0,1,20
Teosinte,Teo10,22.3,18.4,3.1,3.9,0.8,2.4,0,0,1,20.4
Teosinte,Teo10,20.6,18.6,2,2,0,2.4,0,0,0,20.6
Teosinte,Teo10,26.1,19,3.4,7.1,3.7,1,0,0,1,21
Teosinte,Teo10,35.6,19,6,16.6,10.6,3.2,0,0,1,21
Teosinte,Teo10,27.7,19.2,4.5,8.5,4,2.1,0,0,1,21.2
Teosinte,Teo10,33.4,19.2,4.6,14.2,9.6,4,0,0,1,21.2
Teosinte,Teo10,33.9,19.2,5.1,14.7,9.6,4.3,0,0,1,21.2
Teosinte,Teo10,33.6,19.5,3.4,14.1,10.7,4,0,0,1,21.5
Teosinte,Teo10,32.2,19.7,5.5,12.5,7,3,0,0,1,21.7
Teosinte,Teo10,30,19.9,4.2,10.1,5.9,3.2,0,0,1,21.9
Teosinte,Teo10,22.3,18.5,3.8,3.8,0,1.9,0,0,0,22.3
Teosinte,Teo10,25.8,21.6,2.1,4.2,2.1,2.6,0,0,1,23.6
Teosinte,Teo10,33.8,21.8,5.8,12,6.2,4.5,0,0,1,23.8
Teosinte,Teo10,31.5,22,4,9.5,5.5,3.6,0,0,1,24
Teosinte,Teo10,29,22.5,2.7,6.5,3.8,3,0,0,1,24.5
Teosinte,Teo10,24.7,21,3.7,3.7,0,3,0,0,0,24.7
Teosinte,Teo10,33.1,22.8,5.8,10.3,4.5,1.5,0,0,1,24.8
Teosinte,Teo10,31.5,23,3,8.5,5.5,2.6,0,0,1,25
Teosinte,Teo10,29.2,23.5,4,5.7,1.7,3.2,0,0,1,25.5
Teosinte,Teo10,30.6,23.5,5.1,7.1,2,3.1,0,0,1,25.5
Teosinte,Teo10,36.8,23.5,6.1,13.3,7.2,3.2,0,0,1,25.5
Teosinte,Teo10,26.3,22,4.3,4.3,0,4,0,0,0,26.3
Teosinte,Teo10,31.3,24.7,3.1,6.6,3.5,2.1,0,0,1,26.7
Teosinte,Teo10,36,25.3,3.4,10.7,7.3,3,0,0,1,27.3
Teosinte,Teo10,27.8,24,3.8,3.8,0,3.4,0,0,0,27.8
Teosinte,Teo10,28.3,24.1,4.2,4.2,0,0.7,0,0,0,28.3
Teosinte,Teo10,28.4,24.7,3.7,3.7,0,1.5,0,0,0,28.4
Teosinte,Teo10,28.5,23.2,5.3,5.3,0,1,0,0,0,28.5
Teosinte,Teo10,39.6,27,3.2,12.6,9.4,2.5,0,0,1,29
Teosinte,Teo10,38.4,27.4,2.6,11,8.4,0.5,0,0,1,29.4
Teosinte,Teo10,33,28,3.7,5,1.3,2.5,0,0,1,30
Teosinte,Teo10,33.2,28.7,4.1,4.5,0.4,2.7,0,0,1,30.7
Teosinte,Teo11,10.8,8,1.1,2.8,1.7,1.5,0,0,1,10
Teosinte,Teo11,13.4,11.4,2,2,0,0.5,0,0,0,13.4
Teosinte,Teo11,20.5,11.5,5.5,9,3.5,2,0,0,1,13.5
Teosinte,Teo11,15.8,12.4,3.4,3.4,0,1,0,0,0,15.8
Teosinte,Teo11,27.3,15.3,6,12,6,1.7,0,0,1,17.3
Teosinte,Teo11,24.9,15.7,5,9.2,4.2,2.6,0,0,1,17.7
Teosinte,Teo11,25.3,15.9,4.2,9.4,5.2,3.1,0,0,1,17.9
Teosinte,Teo11,18.3,13.8,4.5,4.5,0,2.4,0,0,0,18.3
Teosinte,Teo11,18.5,15,3.5,3.5,0,0.5,0,0,0,18.5
Teosinte,Teo11,22.5,16.5,5.7,6,0.3,1.4,0,0,1,18.5
Teosinte,Teo11,24.5,16.5,3.8,8,4.2,1.1,0,0,1,18.5
Teosinte,Teo11,23.2,16.8,3.9,6.4,2.5,0.6,0,0,1,18.8
Teosinte,Teo11,28.6,16.8,5.5,11.8,6.3,0.7,0,0,1,18.8
Teosinte,Teo11,18.9,16.8,2.1,2.1,0,0.7,0,0,0,18.9
Teosinte,Teo11,20.5,17,3.1,3.5,0.4,0.8,0,0,1,19
Teosinte,Teo11,22.2,17,3.2,5.2,2,1.2,0,0,1,19
Teosinte,Teo11,32.2,17,4.3,15.2,10.9,1.4,0,0,1,19
Teosinte,Teo11,22.4,17.8,3.2,4.6,1.4,1,0,0,1,19.8
Teosinte,Teo11,20.2,16.6,3.6,3.6,0,0.5,0,0,0,20.2
Teosinte,Teo11,24.3,18.2,4.8,6.1,1.3,1.4,0,0,1,20.2
Teosinte,Teo11,30.2,18.5,4.7,11.7,7,1.3,0,0,1,20.5
Teosinte,Teo11,22.9,18.7,3.8,4.2,0.4,0.6,0,0,1,20.7
Teosinte,Teo11,28,19,5.2,9,3.8,0.8,0,0,1,21
Teosinte,Teo11,21.3,18.1,3.2,3.2,0,0.5,0,0,0,21.3
Teosinte,Teo11,21.4,18.6,2.8,2.8,0,0.6,0,0,0,21.4
Teosinte,Teo11,26.3,19.5,4.4,6.8,2.4,0.5,0,0,1,21.5
Teosinte,Teo11,31.5,19.7,3,11.8,8.8,0.7,0,0,1,21.7
Teosinte,Teo11,22.3,16.8,5.5,5.5,0,0.8,0,0,0,22.3
Teosinte,Teo11,22.6,18.3,4.3,4.3,0,2,0,0,0,22.6
Teosinte,Teo11,28.6,20.6,4.7,8,3.3,0.5,0,0,1,22.6
Teosinte,Teo11,28.1,20.7,3.6,7.4,3.8,0.7,0,0,1,22.7
Teosinte,Teo11,31.7,20.8,4.5,10.9,6.4,0.8,0,0,1,22.8
Teosinte,Teo11,23.1,20.1,3,3,0,1.5,0,0,0,23.1
Teosinte,Teo11,28.1,21.3,3.1,6.8,3.7,1.6,0,0,1,23.3
Teosinte,Teo11,23.7,20.3,3.4,3.4,0,1,0,0,0,23.7
Teosinte,Teo11,24.1,21.8,2.3,2.3,0,0.5,0,0,0,24.1
Teosinte,Teo11,27.4,24,3.1,3.4,0.3,1,0,0,1,26
Teosinte,Teo12,13.2,8.6,2.3,4.6,2.3,0.7,0,0,1,10.6
Teosinte,Teo12,30,10.9,6.3,19.1,12.8,1.5,0,0,1,12.9
Teosinte,Teo12,17.7,11.3,5.1,6.4,1.3,3.8,0,0,1,13.3
Teosinte,Teo12,28.5,12,5.3,16.5,11.2,2.6,0,0,1,14
Teosinte,Teo12,22.7,12.6,5.6,10.1,4.5,1.8,0,0,1,14.6
Teosinte,Teo12,19.7,13.3,6.2,6.4,0.2,2.8,0,0,1,15.3
Teosinte,Teo12,17,13.7,3.2,3.3,0.1,1.2,0,0,1,15.7
Teosinte,Teo12,18.4,14.1,3.3,4.3,1,1.7,0,0,1,16.1
Teosinte,Teo12,16.4,14.1,2.3,2.3,0,0.9,0,0,0,16.4
Teosinte,Teo12,29.9,14.7,4.8,15.2,10.4,1.4,0,0,1,16.7
Teosinte,Teo12,24.8,15,5.4,9.8,4.4,2.8,0,0,1,17
Teosinte,Teo12,20,15.1,3.7,4.9,1.2,2.5,0,0,1,17.1
Teosinte,Teo12,21.5,15.2,4.1,6.3,2.2,1.6,0,0,1,17.2
Teosinte,Teo12,27.7,15.2,4.7,12.5,7.8,0.5,0,0,1,17.2
Teosinte,Teo12,24,15.9,8,8.1,0.1,4,0,0,1,17.9
Teosinte,Teo12,23.1,16,5.5,7.1,1.6,1.4,0,0,1,18
Teosinte,Teo12,25.6,16.2,5.6,9.4,3.8,1,0,0,1,18.2
Teosinte,Teo12,31.7,16.2,5.6,15.5,9.9,2.5,0,0,1,18.2
Teosinte,Teo12,28.5,16.3,6.5,12.2,5.7,1.3,0,0,1,18.3
Teosinte,Teo12,18.5,12,6.5,6.5,0,3.5,0,0,0,18.5
Teosinte,Teo12,26,16.5,4.5,9.5,5,1.8,0,0,1,18.5
Teosinte,Teo12,21.6,16.6,4.6,5,0.4,1.6,0,0,1,18.6
Teosinte,Teo12,28.7,16.6,5,12.1,7.1,2,0,0,1,18.6
Teosinte,Teo12,19,12.5,6.5,6.5,0,2,0,0,0,19
Teosinte,Teo12,31.2,17,6,14.2,8.2,1.8,0,0,1,19
Teosinte,Teo12,23.3,17.1,4.1,6.2,2.1,2,0,0,1,19.1
Teosinte,Teo12,26.6,17.2,5.3,9.4,4.1,2.1,0,0,1,19.2
Teosinte,Teo12,25.1,17.4,4.5,7.7,3.2,2.5,0,0,1,19.4
Teosinte,Teo12,30.1,17.7,8.4,12.4,4,2,0,0,1,19.7
Teosinte,Teo12,32.3,17.9,4.3,14.4,10.1,2.4,0,0,1,19.9
Teosinte,Teo12,20.5,18,2.2,2.5,0.3,2.4,0,0,1,20
Teosinte,Teo12,35.3,18.1,5.6,17.2,11.6,2.3,0,0,1,20.1
Teosinte,Teo12,27.5,18.2,7.2,9.3,2.1,1.6,0,0,1,20.2
Teosinte,Teo12,24.1,19,4.5,5.1,0.6,1.4,0,0,1,21
Teosinte,Teo12,26,19.2,4,6.8,2.8,1.3,0,0,1,21.2
Teosinte,Teo12,25.7,19.6,3.6,6.1,2.5,1.2,0,0,1,21.6
Teosinte,Teo12,23,19.6,3.4,3.4,0,1,0,0,0,23
Teosinte,Teo12,32,21.5,5.4,10.5,5.1,1.2,0,0,1,23.5
Teosinte,Teo12,34.9,22,5.7,12.9,7.2,1,0,0,1,24
Teosinte,Teo13,12.1,8.9,3.2,3.2,0,1.7,0,0,0,12.1
Teosinte,Teo13,14.1,12,2.1,2.1,0,1.6,0,0,0,14.1
Teosinte,Teo13,18.4,12.4,3.3,6,2.7,0.7,0,0,1,14.4
Teosinte,Teo13,15.6,12.6,2.5,3,0.5,1.6,0,0,1,14.6
Teosinte,Teo13,14.8,13,1.8,1.8,0,0.5,0,0,0,14.8
Teosinte,Teo13,15.4,12.8,1.2,2.6,1.4,1,0,0,1,14.8
Teosinte,Teo13,19.9,14.1,3,5.8,2.8,1.9,0,0,1,16.1
Teosinte,Teo13,19.1,14.7,2.4,4.4,2,1.5,0,0,1,16.7
Teosinte,Teo13,16.8,14.8,2,2,0,1.5,0,0,0,16.8
Teosinte,Teo13,27.7,14.8,3.9,12.9,9,3.5,0,0,1,16.8
Teosinte,Teo13,28.2,15,4.8,13.2,8.4,2.2,0,0,1,17
Teosinte,Teo13,27.9,15.4,3.8,12.5,8.7,2.4,0,0,1,17.4
Teosinte,Teo13,22.3,15.7,2.5,6.6,4.1,1,0,0,1,17.7
Teosinte,Teo13,22.6,16.1,3.7,6.5,2.8,1.5,0,0,1,18.1
Teosinte,Teo13,18.4,16.5,1.9,1.9,0,1,0,0,0,18.4
Teosinte,Teo13,18.5,15.9,2.6,2.6,0,0.5,0,0,0,18.5
Teosinte,Teo13,24.3,16.7,3,7.6,4.6,1.8,0,0,1,18.7
Teosinte,Teo13,23.7,17.5,3.1,6.2,3.1,2.5,0,0,1,19.5
Teosinte,Teo13,24,17.6,3,6.4,3.4,0.7,0,0,1,19.6
Teosinte,Teo13,27.9,17.8,3.2,10.1,6.9,2.5,0,0,1,19.8
Teosinte,Teo13,19.9,17.7,2.2,2.2,0,1.5,0,0,0,19.9
Teosinte,Teo13,27.5,18,4,9.5,5.5,4.8,0,0,1,20
Teosinte,Teo13,28.4,18,5,10.4,5.4,2.6,0,0,1,20
Teosinte,Teo13,25,18.4,3.4,6.6,3.2,1.5,0,0,1,20.4
Teosinte,Teo13,27.8,18.5,4.3,9.3,5,1.5,0,0,1,20.5
Teosinte,Teo13,31.8,18.5,4.6,13.3,8.7,2.5,0,0,1,20.5
Teosinte,Teo13,23.4,18.9,3.5,4.5,1,1.8,0,0,1,20.9
Teosinte,Teo13,26.4,18.9,3.2,7.5,4.3,2.7,0,0,1,20.9
Teosinte,Teo13,27.6,19.2,3.1,8.4,5.3,0.5,0,0,1,21.2
Teosinte,Teo13,24.7,19.4,5,5.3,0.3,2.1,0,0,1,21.4
Teosinte,Teo13,28,19.7,3.2,8.3,5.1,2.7,0,0,1,21.7
Teosinte,Teo13,27.5,20.2,4,7.3,3.3,2.5,0,0,1,22.2
Teosinte,Teo13,26.6,20.5,3.7,6.1,2.4,2,0,0,1,22.5
Teosinte,Teo13,23,19.5,3.5,3.5,0,2,0,0,0,23
Teosinte,Teo13,26,21,3.5,5,1.5,2.3,0,0,1,23
Teosinte,Teo13,31.6,21.1,3.6,10.5,6.9,2,0,0,1,23.1
Teosinte,Teo13,28,21.2,3.6,6.8,3.2,2.7,0,0,1,23.2
Teosinte,Teo13,29.9,22,4,7.9,3.9,2.6,0,0,1,24
Teosinte,Teo13,30.3,23.5,4.2,6.8,2.6,1.5,0,0,1,25.5
Teosinte,Teo13,34.2,25.5,4.1,8.7,4.6,2.1,0,0,1,27.5
Teosinte,Teo14,8.1,6.6,1.5,1.5,0,3,0,0,0,8.1
Teosinte,Teo14,19.5,6.7,2.7,12.8,10.1,3.6,0,0,1,8.7
Teosinte,Teo14,8.9,6.8,2.1,2.1,0,1.8,0,0,0,8.9
Teosinte,Teo14,9.1,7.1,2,2,0,2.4,0,0,0,9.1
Teosinte,Teo14,12,7.3,2.1,4.7,2.6,2,0,0,1,9.3
Teosinte,Teo14,12.4,7.8,4,4.6,0.6,1.7,0,0,1,9.8
Teosinte,Teo14,15.5,7.8,3.2,7.7,4.5,2.1,0,0,1,9.8
Teosinte,Teo14,15.6,9.7,4.2,5.9,1.7,4.5,0,0,1,11.7
Teosinte,Teo14,19.8,10,4.5,9.8,5.3,1.8,0,0,1,12
Teosinte,Teo14,21.5,10,3.8,11.5,7.7,1.5,0,0,1,12
Teosinte,Teo14,17.5,10.2,3.9,7.3,3.4,1.5,0,0,1,12.2
Teosinte,Teo14,22.8,10.3,5.1,12.5,7.4,2.3,0,0,1,12.3
Teosinte,Teo14,22,10.5,4,11.5,7.5,0.6,0,0,1,12.5
Teosinte,Teo14,16.5,10.6,3.1,5.9,2.8,2.7,0,0,1,12.6
Teosinte,Teo14,17.2,10.7,4,6.5,2.5,2.2,0,0,1,12.7
Teosinte,Teo14,21.5,11,2.5,10.5,8,2.8,0,0,1,13
Teosinte,Teo14,25.1,11.4,4.5,13.7,9.2,2.5,0,0,1,13.4
Teosinte,Teo14,18.7,12.1,3.7,6.6,2.9,2,0,0,1,14.1
Teosinte,Teo14,14.4,12.3,2.1,2.1,0,2.3,0,0,0,14.4
Teosinte,Teo14,23.8,12.5,3.4,11.3,7.9,3,0,0,1,14.5
Teosinte,Teo14,24.8,12.5,3.8,12.3,8.5,2.7,0,0,1,14.5
Teosinte,Teo14,26.4,12.5,4.1,13.9,9.8,3.3,0,0,1,14.5
Teosinte,Teo14,25.1,13.3,5,11.8,6.8,2,0,0,1,15.3
Teosinte,Teo14,23.2,13.5,3.5,9.7,6.2,0.8,0,0,1,15.5
Teosinte,Teo14,22.8,13.7,3.8,9.1,5.3,0.8,0,0,1,15.7
Teosinte,Teo14,28.4,13.7,4.7,14.7,10,1.8,0,0,1,15.7
Teosinte,Teo14,24.1,14.1,4,10,6,2.5,0,0,1,16.1
Teosinte,Teo14,16.3,13.6,2.7,2.7,0,2.7,0,0,0,16.3
Teosinte,Teo14,24.1,14.5,3.4,9.6,6.2,3.3,0,0,1,16.5
Teosinte,Teo14,28.2,14.5,4.9,13.7,8.8,4.3,0,0,1,16.5
Teosinte,Teo14,22.7,15,4.6,7.7,3.1,2.1,0,0,1,17
Teosinte,Teo14,22.7,15,4.3,7.7,3.4,2.5,0,0,1,17
Teosinte,Teo14,23.1,15,2.5,8.1,5.6,1.4,0,0,1,17
Teosinte,Teo14,24.6,15.2,4.3,9.4,5.1,3.4,0,0,1,17.2
Teosinte,Teo14,18.7,15.2,3.5,3.5,0,4,0,0,0,18.7
Teosinte,Teo14,23.3,16.7,3.6,6.6,3,3,0,0,1,18.7
Teosinte,Teo14,27.1,17.5,4,9.6,5.6,2.3,0,0,1,19.5
Teosinte,Teo14,22.9,17.9,4.7,5,0.3,0.8,0,0,1,19.9
Teosinte,Teo14,21.7,18.5,3,3.2,0.2,2.3,0,0,1,20.5
Teosinte,Teo15,26,8.2,7,17.8,10.8,1,0,0,1,10.2
Teosinte,Teo15,9.3,7.8,1.2,1.5,0.3,3.5,0,0,1,10.8
Teosinte,Teo15,21,9.2,4.1,11.8,7.7,2.3,0,0,1,11.2
Teosinte,Teo15,25.3,10.2,6.6,15.1,8.5,1.1,0,0,1,12.2
Teosinte,Teo15,14.3,11,2.3,3.3,1,3,0,0,1,13
Teosinte,Teo15,25.5,12.4,5,13.1,8.1,1,0,0,1,14.4
Teosinte,Teo15,15.8,12.6,3,3.2,0.2,2.2,0,0,1,14.6
Teosinte,Teo15,18,12.9,2.7,5.1,2.4,2.5,0,0,1,14.9
Teosinte,Teo15,33.2,13,4.6,20.2,15.6,2.3,0,0,1,15
Teosinte,Teo15,25,13.6,5.5,11.4,5.9,1.7,0,0,1,15.6
Teosinte,Teo15,32.1,13.7,6.5,18.4,11.9,2.5,0,0,1,15.7
Teosinte,Teo15,25,13.8,5.1,11.2,6.1,1.5,0,0,1,15.8
Teosinte,Teo15,22.6,14.1,2.9,8.5,5.6,2.2,0,0,1,16.1
Teosinte,Teo15,17.1,14.5,2.1,2.6,0.5,3.5,0,0,1,16.5
Teosinte,Teo15,22.7,14.9,3.5,7.8,4.3,3.5,0,0,1,16.9
Teosinte,Teo15,17.1,15.9,1.2,1.2,0,1.2,0,0,0,17.1
Teosinte,Teo15,26.5,15.4,3.5,11.1,7.6,1.2,0,0,1,17.4
Teosinte,Teo15,30.7,15.7,3.5,15,11.5,2.7,0,0,1,17.7
Teosinte,Teo15,20.4,15.8,2.7,4.6,1.9,1.6,0,0,1,17.8
Teosinte,Teo15,29.6,16.4,4,13.2,9.2,1.5,0,0,1,18.4
Teosinte,Teo15,20.5,17,3,3.5,0.5,1,0,0,1,19
Teosinte,Teo15,30.3,17.1,4,13.2,9.2,1.5,0,0,1,19.1
Teosinte,Teo15,23.7,17.2,5,6.5,1.5,1.6,0,0,1,19.2
Teosinte,Teo15,29.1,17.2,3.5,11.9,8.4,2.4,0,0,1,19.2
Teosinte,Teo15,24.1,17.3,2.7,6.8,4.1,2.8,0,0,1,19.3
Teosinte,Teo15,33.9,17.5,5,16.4,11.4,1.6,0,0,1,19.5
Teosinte,Teo15,27.7,18,3.8,9.7,5.9,1,0,0,1,20
Teosinte,Teo15,31.1,18,3.9,13.1,9.2,2.1,0,0,1,20
Teosinte,Teo15,35.4,18,4.6,17.4,12.8,2.5,0,0,1,20
Teosinte,Teo15,28.6,19,4.7,9.6,4.9,1.5,0,0,1,21
Teosinte,Teo15,33.6,19,4.1,14.6,10.5,1.1,0,0,1,21
Teosinte,Teo15,29.6,19.6,3.6,10,6.4,1.1,0,0,1,21.6
Teosinte,Teo15,28,20.1,5.5,7.9,2.4,1.3,0,0,1,22.1
Teosinte,Teo15,26.8,20.3,3.5,6.5,3,1.3,0,0,1,22.3
Teosinte,Teo15,31,20.4,3.1,10.6,7.5,1.5,0,0,1,22.4
Teosinte,Teo15,26.2,20.5,4.1,5.7,1.6,1.5,0,0,1,22.5
Teosinte,Teo15,31,21.2,3.6,9.8,6.2,1.6,0,0,1,23.2
Teosinte,Teo15,29.5,21.5,3.5,8,4.5,1.6,0,0,1,23.5
Teosinte,Teo15,32.5,22.5,3.5,10,6.5,1.7,0,0,1,24.5
Teosinte,Teo15,32.3,24.2,4.7,8.1,3.4,1.2,0,0,1,26.2
Teosinte,Teo15,34.9,26,3.2,8.9,5.7,1.3,0,0,1,28
Teosinte,Teo16,16.8,8.5,5.1,8.3,3.2,2.2,0,0,1,10.5
Teosinte,Teo16,18.2,8.5,4.4,9.7,5.3,1,0,0,1,10.5
Teosinte,Teo16,21.4,8.5,4.9,12.9,8,2,0,0,1,10.5
Teosinte,Teo16,20,8.9,4.3,11.1,6.8,1.8,0,0,1,10.9
Teosinte,Teo16,18.3,9.2,4.7,9.1,4.4,1.6,0,0,1,11.2
Teosinte,Teo16,19.2,9.2,4.1,10,5.9,3,0,0,1,11.2
Teosinte,Teo16,19.6,10.4,4.1,9.2,5.1,2.5,0,0,1,12.4
Teosinte,Teo16,20.9,11,5.7,9.9,4.2,2,0,0,1,13
Teosinte,Teo16,25.5,11,4.9,14.5,9.6,1.5,0,0,1,13
Teosinte,Teo16,16.5,11.6,4.2,4.9,0.7,1.8,0,0,1,13.6
Teosinte,Teo16,26.6,11.7,5.1,14.9,9.8,3.5,0,0,1,13.7
Teosinte,Teo16,23.9,12.3,4.2,11.6,7.4,3,0,0,1,14.3
Teosinte,Teo16,19.1,12.5,2.9,6.6,3.7,2,0,0,1,14.5
Teosinte,Teo16,14.7,12.3,2.4,2.4,0,2.8,0,0,0,14.7
Teosinte,Teo16,18.4,12.7,4.6,5.7,1.1,2.1,0,0,1,14.7
Teosinte,Teo16,27.7,13.2,4.9,14.5,9.6,2,0,0,1,15.2
Teosinte,Teo16,30,13.5,5.5,16.5,11,2.5,0,0,1,15.5
Teosinte,Teo16,25.9,14,4.3,11.9,7.6,1.5,0,0,1,16
Teosinte,Teo16,29.6,14.2,5.6,15.4,9.8,2.2,0,0,1,16.2
Teosinte,Teo16,34.2,14.2,4.9,20,15.1,2,0,0,1,16.2
Teosinte,Teo16,29.3,14.8,4,14.5,10.5,1,0,0,1,16.8
Teosinte,Teo16,22.7,15.1,3.6,7.6,4,1.3,0,0,1,17.1
Teosinte,Teo16,28.2,15.6,4.4,12.6,8.2,3.3,0,0,1,17.6
Teosinte,Teo16,30.4,15.6,4.4,14.8,10.4,4.5,0,0,1,17.6
Teosinte,Teo16,25.2,16,4.1,9.2,5.1,1.6,0,0,1,18
Teosinte,Teo16,31.4,16.1,4.7,15.3,10.6,1.5,0,0,1,18.1
Teosinte,Teo16,27.2,16.7,4.2,10.5,6.3,2.2,0,0,1,18.7
Teosinte,Teo16,32.8,17,5.1,15.8,10.7,3,0,0,1,19
Teosinte,Teo16,30.6,17.1,3.8,13.5,9.7,1.7,0,0,1,19.1
Teosinte,Teo16,33.5,17.4,4.7,16.1,11.4,2.7,0,0,1,19.4
Teosinte,Teo16,25.8,17.9,4.2,7.9,3.7,1.9,0,0,1,19.9
Teosinte,Teo16,22.8,18.2,2.6,4.6,2,1.7,0,0,1,20.2
Teosinte,Teo16,24.3,18.2,4.6,6.1,1.5,1.5,0,0,1,20.2
Teosinte,Teo16,28.2,18.2,3.3,10,6.7,1.6,0,0,1,20.2
Teosinte,Teo16,35.1,18.7,5.5,16.4,10.9,2.5,0,0,1,20.7
Teosinte,Teo16,28.3,20.1,4.4,8.2,3.8,1.6,0,0,1,22.1
Teosinte,Teo16,36.1,26.5,5.4,9.6,4.2,1.3,0,0,1,28.5
Teosinte,Teo17,12.3,7.1,4,5.2,1.2,0.8,0,0,1,9.1
Teosinte,Teo17,14.7,10.5,3.9,4.2,0.3,2,0,0,1,12.5
Teosinte,Teo17,23.4,11,6.2,12.4,6.2,3.7,0,0,1,13
Teosinte,Teo17,25.7,11,6.3,14.7,8.4,2.8,0,0,1,13
Teosinte,Teo17,13.3,11.8,1.5,1.5,0,2,0,0,0,13.3
Teosinte,Teo17,13.3,7.7,5.6,5.6,0,2,0,0,0,13.3
Teosinte,Teo17,20.7,12.1,3.8,8.6,4.8,2,0,0,1,14.1
Teosinte,Teo17,14.4,7.6,6.8,6.8,0,2.1,0,0,0,14.4
Teosinte,Teo17,19.7,12.4,3.5,7.3,3.8,1.5,0,0,1,14.4
Teosinte,Teo17,23,12.5,5,10.5,5.5,1.5,0,0,1,14.5
Teosinte,Teo17,14.8,10.7,4.1,4.1,0,2.3,0,0,0,14.8
Teosinte,Teo17,15,9.9,5.1,5.1,0,1.8,0,0,0,15
Teosinte,Teo17,25.2,13,4.9,12.2,7.3,3,0,0,1,15
Teosinte,Teo17,15.1,9.8,5.3,5.3,0,2.2,0,0,0,15.1
Teosinte,Teo17,15.2,10.4,4.8,4.8,0,1.5,0,0,0,15.2
Teosinte,Teo17,15.6,10.6,5,5,0,4.1,0,0,0,15.6
Teosinte,Teo17,15.7,11,4.7,4.7,0,3.1,0,0,0,15.7
Teosinte,Teo17,23.9,14,4.2,9.9,5.7,3.2,0,0,1,16
Teosinte,Teo17,27.2,14,5.4,13.2,7.8,2.5,0,0,1,16
Teosinte,Teo17,16.2,12.4,3.8,3.8,0,1.2,0,0,0,16.2
Teosinte,Teo17,16.3,12.2,4.1,4.1,0,0.9,0,0,0,16.3
Teosinte,Teo17,25.4,14.3,4.6,11.1,6.5,3,0,0,1,16.3
Teosinte,Teo17,16.5,14.2,2.3,2.3,0,1.2,0,0,0,16.5
Teosinte,Teo17,25.6,14.5,6.4,11.1,4.7,3.1,0,0,1,16.5
Teosinte,Teo17,20.7,14.6,5.6,6.1,0.5,3.2,0,0,1,16.6
Teosinte,Teo17,25.1,14.7,4.2,10.4,6.2,4,0,0,1,16.7
Teosinte,Teo17,16.9,11.9,5,5,0,1.4,0,0,0,16.9
Teosinte,Teo17,22.6,15.7,5.2,6.9,1.7,6.3,0,0,1,17.7
